,Code,Country,Year,Migration Type,Total Migration,Gender,Country 1,Country 1 Count,Country 2,Country 2 Count,Country 3,Country 3 Count,Country 4,Country 4 Count,Country 5,Country 5 Count,Migrants Under 15 years old,Migrants 20-29 years old,Migrants 30-39 years old,Migrants 40-49 years old,Migrants 50 years old and older
529,586,Pakistan,2010,Emigration,1764661,male,India,554311,Saudi Arabia,258609,United Kingdom,231277,United Arab Emirates,178790,United States of America,153209,,,,,
530,586,Pakistan,2010,Emigration,5006753,total,India,1147382,Saudi Arabia,938913,United Arab Emirates,836310,United Kingdom,481113,United States of America,302798,,,,,
531,586,Pakistan,2010,Immigration,2074443,female,India,1093934,Afghanistan,975251,Iran (Islamic Republic of),1297,Myanmar,1287,Sri Lanka,346,74040,54610,281127,417526,389132
532,586,Pakistan,2010,Immigration,1867143,male,Afghanistan,933658,India,929143,Myanmar,1192,Iran (Islamic Republic of),1048,Sri Lanka,317,81752,61251,298617,455910,458910
533,586,Pakistan,2010,Immigration,3941586,total,India,2023077,Afghanistan,1908909,Myanmar,2479,Iran (Islamic Republic of),2345,Sri Lanka,663,155792,115861,579744,873436,848042
534,586,Pakistan,2015,Emigration,3802586,female,Saudi Arabia,844721,United Arab Emirates,718509,India,571138,United Kingdom,258219,Kuwait,224082,,,,,
535,586,Pakistan,2015,Emigration,2119719,male,India,535074,Saudi Arabia,343096,United Kingdom,245321,United Arab Emirates,195357,United States of America,182991,,,,,
536,586,Pakistan,2015,Emigration,5922305,total,Saudi Arabia,1187817,India,1106212,United Arab Emirates,913866,United Kingdom,503540,United States of America,358463,,,,,
537,586,Pakistan,2015,Immigration,1854136,female,India,1081815,Afghanistan,767206,Myanmar,1279,Iran (Islamic Republic of),1272,Sri Lanka,286,73346,54100,278507,413631,385502
538,586,Pakistan,2015,Immigration,1774820,male,India,919093,Afghanistan,851481,Myanmar,1181,Iran (Islamic Republic of),1029,Sri Lanka,292,75988,56958,277208,423605,427394
539,586,Pakistan,2015,Immigration,3628956,total,India,2000908,Afghanistan,1618687,Myanmar,2460,Iran (Islamic Republic of),2301,Sri Lanka,578,149334,111058,555715,837236,812896
540,586,Pakistan,2017,Emigration,3886885,female,Saudi Arabia,945303,United Arab Emirates,747033,India,565426,United Kingdom,270085,Kuwait,250122,,,,,
541,586,Pakistan,2017,Emigration,2091750,male,India,529723,Saudi Arabia,398434,United Kingdom,259239,United Arab Emirates,203112,United States of America,189060,,,,,
542,586,Pakistan,2017,Emigration,5978635,total,Saudi Arabia,1343737,India,1095149,United Arab Emirates,950145,United Kingdom,529324,United States of America,370353,,,,,
543,586,Pakistan,2017,Immigration,1743606,female,India,1016841,Afghanistan,721959,Myanmar,1203,Iran (Islamic Republic of),1195,Sri Lanka,269,64043,45400,223631,381473,391278
544,586,Pakistan,2017,Immigration,1654548,male,India,856809,Afghanistan,793779,Myanmar,1100,Iran (Islamic Republic of),959,Sri Lanka,272,66548,48033,223541,392672,435973
545,586,Pakistan,2017,Immigration,3398154,total,India,1873650,Afghanistan,1515738,Myanmar,2303,Iran (Islamic Republic of),2154,Sri Lanka,541,130591,93433,447172,774145,827251
546,760,Syrian Arab Republic,1990,Emigration,354953,female,Saudi Arabia,172718,Jordan,28760,United States of America,21141,Lebanon,13138,Germany,10588,,,,,
547,760,Syrian Arab Republic,1990,Emigration,265915,male,Saudi Arabia,133120,Jordan,22797,United States of America,15641,Lebanon,10415,Libya,6935,,,,,
548,760,Syrian Arab Republic,1990,Emigration,620868,total,Saudi Arabia,305838,Jordan,51557,United States of America,36782,Lebanon,23553,Germany,15330,,,,,
549,760,Syrian Arab Republic,1990,Immigration,364077,female,State of Palestine,125212,Iraq,1932,Somalia,102,Afghanistan,0,New Caledonia,0,52404,10394,99412,123768,47636
550,760,Syrian Arab Republic,1990,Immigration,350063,male,State of Palestine,119495,Iraq,1893,Somalia,98,Afghanistan,0,New Caledonia,0,53446,9857,93448,129226,60521
551,760,Syrian Arab Republic,1990,Immigration,714140,total,State of Palestine,244707,Iraq,3825,Somalia,200,Afghanistan,0,New Caledonia,0,105850,20251,192860,252994,108157
552,760,Syrian Arab Republic,1995,Emigration,379385,female,Saudi Arabia,177724,Jordan,30463,United States of America,26795,Lebanon,13322,Germany,12480,,,,,
553,760,Syrian Arab Republic,1995,Emigration,282084,male,Saudi Arabia,135717,Jordan,24122,United States of America,19487,Lebanon,11534,Germany,7743,,,,,
554,760,Syrian Arab Republic,1995,Emigration,661469,total,Saudi Arabia,313441,Jordan,54585,United States of America,46282,Lebanon,24856,Germany,20223,,,,,
555,760,Syrian Arab Republic,1995,Immigration,423115,female,State of Palestine,145829,Iraq,1528,Somalia,175,Afghanistan,47,Sudan,24,64865,13518,81068,145730,73121
556,760,Syrian Arab Republic,1995,Immigration,407495,male,State of Palestine,143635,Iraq,1508,Somalia,170,Afghanistan,45,Sudan,24,64857,12559,74716,149383,91249
557,760,Syrian Arab Republic,1995,Immigration,830610,total,State of Palestine,289464,Iraq,3036,Somalia,345,Afghanistan,92,Sudan,48,129722,26077,155784,295113,164370
558,760,Syrian Arab Republic,2000,Emigration,406921,female,Saudi Arabia,183199,United States of America,32575,Jordan,32278,United Arab Emirates,15784,Germany,14373,,,,,
559,760,Syrian Arab Republic,2000,Emigration,299578,male,Saudi Arabia,138851,Jordan,25346,United States of America,23371,Lebanon,12652,Germany,10743,,,,,
560,760,Syrian Arab Republic,2000,Emigration,706499,total,Saudi Arabia,322050,Jordan,57624,United States of America,55946,Lebanon,26159,Germany,25116,,,,,
561,760,Syrian Arab Republic,2000,Immigration,426633,female,State of Palestine,196080,Iraq,924,Somalia,224,Afghanistan,87,Sudan,46,66820,15260,57309,132039,90789
562,760,Syrian Arab Republic,2000,Immigration,405640,male,State of Palestine,187119,Iraq,905,Somalia,219,Afghanistan,85,Sudan,45,66704,14394,54039,138691,108985
563,760,Syrian Arab Republic,2000,Immigration,832273,total,State of Palestine,383199,Iraq,1829,Somalia,443,Afghanistan,172,Sudan,91,133524,29654,111348,270730,199774
564,760,Syrian Arab Republic,2005,Emigration,510647,female,Saudi Arabia,236194,Jordan,64877,United States of America,28837,Germany,20554,Libya,16015,,,,,
565,760,Syrian Arab Republic,2005,Emigration,351112,male,Saudi Arabia,161632,Jordan,39914,United States of America,28732,Germany,14341,Lebanon,10762,,,,,
566,760,Syrian Arab Republic,2005,Emigration,861759,total,Saudi Arabia,397826,Jordan,104791,United States of America,57569,Germany,34895,Lebanon,23419,,,,,
567,760,Syrian Arab Republic,2005,Immigration,449470,female,State of Palestine,224674,Iraq,172262,Somalia,576,Afghanistan,320,Sudan,113,70964,17994,46284,117817,109051
568,760,Syrian Arab Republic,2005,Immigration,426940,male,State of Palestine,215417,Iraq,164082,Somalia,550,Afghanistan,306,Sudan,108,70622,17105,44087,124652,128055
569,760,Syrian Arab Republic,2005,Immigration,876410,total,State of Palestine,440091,Iraq,336344,Somalia,1126,Afghanistan,626,Sudan,221,141586,35099,90371,242469,237106
570,760,Syrian Arab Republic,2010,Emigration,659399,female,Saudi Arabia,317211,Jordan,95148,United Arab Emirates,31106,United States of America,30138,Germany,25703,,,,,
571,760,Syrian Arab Republic,2010,Emigration,420350,male,Saudi Arabia,198592,Jordan,54537,United States of America,30865,Germany,17256,United Arab Emirates,13312,,,,,
572,760,Syrian Arab Republic,2010,Emigration,1079749,total,Saudi Arabia,515803,Jordan,149685,United States of America,61003,United Arab Emirates,44418,Germany,42959,,,,,
573,760,Syrian Arab Republic,2010,Immigration,911756,female,Iraq,566275,State of Palestine,253267,Somalia,1409,Afghanistan,822,Sudan,275,129491,35352,211407,271004,151940
574,760,Syrian Arab Republic,2010,Immigration,873359,male,Iraq,546025,State of Palestine,243716,Somalia,1353,Afghanistan,789,Sudan,264,130221,34258,206368,288704,176601
575,760,Syrian Arab Republic,2010,Immigration,1785115,total,Iraq,1112300,State of Palestine,496983,Somalia,2762,Afghanistan,1611,Sudan,539,259712,69610,417775,559708,328541
576,760,Syrian Arab Republic,2015,Emigration,3220325,female,Turkey,1384247,Lebanon,592918,Saudi Arabia,393766,Jordan,297030,Iraq,140172,,,,,
577,760,Syrian Arab Republic,2015,Emigration,3018147,male,Turkey,1384247,Lebanon,637566,Jordan,346675,Saudi Arabia,265301,Iraq,111884,,,,,
578,760,Syrian Arab Republic,2015,Emigration,6238472,total,Turkey,2768494,Lebanon,1230484,Saudi Arabia,659067,Jordan,643705,Iraq,252056,,,,,
579,760,Syrian Arab Republic,2015,Immigration,507660,female,State of Palestine,315004,Iraq,129236,Somalia,1295,Afghanistan,914,Sudan,287,72589,20063,110168,142639,88856
580,760,Syrian Arab Republic,2015,Immigration,486280,male,State of Palestine,303124,Iraq,124373,Somalia,1243,Afghanistan,877,Sudan,275,72926,19571,108733,152402,101641
581,760,Syrian Arab Republic,2015,Immigration,993940,total,State of Palestine,618128,Iraq,253609,Somalia,2538,Afghanistan,1791,Sudan,562,145515,39634,218901,295041,190497
582,760,Syrian Arab Republic,2017,Emigration,3532725,female,Turkey,1635767,Lebanon,582929,Saudi Arabia,437488,Jordan,308630,Iraq,142976,,,,,
583,760,Syrian Arab Republic,2017,Emigration,3331720,male,Turkey,1635766,Lebanon,626357,Jordan,360212,Saudi Arabia,308092,Iraq,114120,,,,,
584,760,Syrian Arab Republic,2017,Emigration,6864445,total,Turkey,3271533,Lebanon,1209286,Saudi Arabia,745580,Jordan,668842,Iraq,257096,,,,,
585,760,Syrian Arab Republic,2017,Immigration,517813,female,State of Palestine,321304,Iraq,105456,Somalia,1321,Afghanistan,932,Sudan,293,74301,22569,97911,137260,95150
586,760,Syrian Arab Republic,2017,Immigration,496005,male,State of Palestine,309186,Iraq,101488,Somalia,1267,Afghanistan,894,Sudan,280,74670,22025,96700,146952,108880
587,760,Syrian Arab Republic,2017,Immigration,1013818,total,State of Palestine,630490,Iraq,206944,Somalia,2588,Afghanistan,1826,Sudan,573,148971,44594,194611,284212,204030
588,231,Ethiopia,1990,Emigration,854717,female,Sudan,463796,Somalia,234861,Saudi Arabia,40588,Israel,20567,United States of America,18499,,,,,
589,231,Ethiopia,1990,Emigration,832800,male,Sudan,478499,Somalia,225139,Saudi Arabia,20429,Israel,20028,United States of America,16306,,,,,
590,231,Ethiopia,1990,Emigration,1687517,total,Sudan,942295,Somalia,460000,Saudi Arabia,61017,Israel,40595,United States of America,34805,,,,,
591,231,Ethiopia,1990,Immigration,607284,female,Somalia,324269,South Sudan,201974,Eritrea,36625,Sudan,28308,Djibouti,475,122517,62842,135884,97721,55762
592,231,Ethiopia,1990,Immigration,548106,male,Somalia,292671,South Sudan,182292,Eritrea,33056,Sudan,25549,Djibouti,429,139900,71389,152440,107963,60878
593,231,Ethiopia,1990,Immigration,1155390,total,Somalia,616940,South Sudan,384266,Eritrea,69681,Sudan,53857,Djibouti,904,262417,134231,288324,205684,116640
594,231,Ethiopia,1995,Emigration,422056,female,Sudan,248547,Saudi Arabia,41706,United States of America,28370,Israel,25090,Kenya,16825,,,,,
595,231,Ethiopia,1995,Emigration,398434,male,Sudan,254193,Israel,25197,United States of America,24496,Saudi Arabia,20828,Kenya,12696,,,,,
596,231,Ethiopia,1995,Emigration,820490,total,Sudan,502740,Saudi Arabia,62534,United States of America,52866,Israel,50287,Kenya,29521,,,,,
597,231,Ethiopia,1995,Immigration,424117,female,Somalia,231129,South Sudan,129959,Eritrea,18680,Sudan,18214,Djibouti,1154,81981,40462,90966,72184,43456
598,231,Ethiopia,1995,Immigration,382787,male,Somalia,228486,South Sudan,105553,Eritrea,16269,Sudan,14794,Djibouti,747,93650,45978,102189,79953,47474
599,231,Ethiopia,1995,Immigration,806904,total,Somalia,459615,South Sudan,235512,Eritrea,34949,Sudan,33008,Djibouti,1901,175631,86440,193155,152137,90930
600,231,Ethiopia,2000,Emigration,238297,female,Sudan,62843,Saudi Arabia,42943,United States of America,38482,Israel,28478,Kenya,11399,,,,,
601,231,Ethiopia,2000,Emigration,205629,male,Sudan,60635,United States of America,32814,Israel,28685,Saudi Arabia,21309,Kenya,9447,,,,,
602,231,Ethiopia,2000,Emigration,443926,total,Sudan,123478,United States of America,71296,Saudi Arabia,64252,Israel,57163,Kenya,20846,,,,,
603,231,Ethiopia,2000,Immigration,322219,female,Somalia,182322,South Sudan,82820,Sudan,11608,Eritrea,4313,Djibouti,2053,57177,26018,63495,59756,38821
604,231,Ethiopia,2000,Immigration,289165,male,Somalia,207097,South Sudan,48585,Sudan,6809,Eritrea,2530,Djibouti,1205,65807,29825,72014,66738,42593
605,231,Ethiopia,2000,Immigration,611384,total,Somalia,389419,South Sudan,131405,Sudan,18417,Eritrea,6843,Djibouti,3258,122984,55843,135509,126494,81414
606,231,Ethiopia,2005,Emigration,282510,female,United States of America,59576,Sudan,55315,Saudi Arabia,54566,Israel,33443,Kenya,11759,,,,,
607,231,Ethiopia,2005,Emigration,238578,male,Sudan,52417,United States of America,50282,Israel,33746,Saudi Arabia,24805,Italy,10752,,,,,
608,231,Ethiopia,2005,Emigration,521088,total,United States of America,109858,Sudan,107732,Saudi Arabia,79371,Israel,67189,Kenya,20917,,,,,
609,231,Ethiopia,2005,Immigration,269725,female,Somalia,161785,South Sudan,63903,Sudan,8957,Eritrea,3328,Djibouti,1583,49120,22792,53044,48077,32687
610,231,Ethiopia,2005,Immigration,244517,male,Somalia,165760,South Sudan,46624,Sudan,6534,Eritrea,2428,Djibouti,1157,56384,26009,59629,53003,35309
611,231,Ethiopia,2005,Immigration,514242,total,Somalia,327545,South Sudan,110527,Sudan,15491,Eritrea,5756,Djibouti,2740,105504,48801,112673,101080,67996
612,231,Ethiopia,2010,Emigration,338561,female,United States of America,81900,Saudi Arabia,72127,Israel,38744,Sudan,36247,Kenya,13043,,,,,
613,231,Ethiopia,2010,Emigration,285001,male,United States of America,70898,Israel,39285,Sudan,34430,Saudi Arabia,30783,Italy,17529,,,,,
614,231,Ethiopia,2010,Emigration,623562,total,United States of America,152798,Saudi Arabia,102910,Israel,78029,Sudan,70677,Italy,30396,,,,,
615,231,Ethiopia,2010,Immigration,297534,female,Somalia,189516,South Sudan,63950,Sudan,8963,Eritrea,3329,Djibouti,1584,55269,26202,57778,49978,35937
616,231,Ethiopia,2010,Immigration,270186,male,Somalia,172093,South Sudan,58071,Sudan,8139,Eritrea,3025,Djibouti,1441,63804,29980,64968,54918,38525
617,231,Ethiopia,2010,Immigration,567720,total,Somalia,361609,South Sudan,122021,Sudan,17102,Eritrea,6354,Djibouti,3025,119073,56182,122746,104896,74462
618,231,Ethiopia,2015,Emigration,400192,female,United States of America,103247,Saudi Arabia,91518,Israel,39760,Sudan,31232,Kenya,20032,,,,,
619,231,Ethiopia,2015,Emigration,353049,male,United States of America,107670,Israel,40714,Saudi Arabia,39975,Sudan,29502,Italy,17846,,,,,
620,231,Ethiopia,2015,Emigration,753241,total,United States of America,210917,Saudi Arabia,131493,Israel,80474,Sudan,60734,Kenya,36889,,,,,
621,231,Ethiopia,2015,Immigration,591876,female,Somalia,225826,South Sudan,209303,Eritrea,104046,Sudan,20012,Djibouti,1889,223586,44699,89624,83999,64116
622,231,Ethiopia,2015,Immigration,570700,male,Somalia,217084,South Sudan,185899,Eritrea,101984,Sudan,19527,Djibouti,1816,233283,50651,93900,86202,64651
623,231,Ethiopia,2015,Immigration,1162576,total,Somalia,442910,South Sudan,395202,Eritrea,206030,Sudan,39539,Djibouti,3705,456869,95350,183524,170201,128767
624,231,Ethiopia,2017,Emigration,426933,female,United States of America,106672,Saudi Arabia,102331,Israel,38779,Sudan,36703,Kenya,19924,,,,,
625,231,Ethiopia,2017,Emigration,373946,male,United States of America,111241,Saudi Arabia,46422,Israel,39710,Sudan,34928,Italy,18116,,,,,
626,231,Ethiopia,2017,Emigration,800879,total,United States of America,217913,Saudi Arabia,148753,Israel,78489,Sudan,71631,Kenya,36692,,,,,
627,231,Ethiopia,2017,Immigration,624222,female,Somalia,238168,South Sudan,220756,Eritrea,109731,Sudan,21105,Djibouti,1992,226392,51743,91990,87670,68745
628,231,Ethiopia,2017,Immigration,602921,male,Somalia,229340,South Sudan,196394,Eritrea,107741,Sudan,20629,Djibouti,1918,237589,58335,95877,89490,68944
629,231,Ethiopia,2017,Immigration,1227143,total,Somalia,467508,South Sudan,417150,Eritrea,217472,Sudan,41734,Djibouti,3910,463981,110078,187867,177160,137689
630,288,Ghana,1990,Emigration,188537,female,Nigeria,42256,Côte d'Ivoire,39197,United Kingdom,15509,Germany,14758,Italy,14729,,,,,
631,288,Ghana,1990,Emigration,184766,male,Côte d'Ivoire,60290,Nigeria,33066,United Kingdom,16363,Burkina Faso,16008,Italy,10364,,,,,
632,288,Ghana,1990,Emigration,373303,total,Côte d'Ivoire,99487,Nigeria,75322,United Kingdom,31872,Italy,25093,Burkina Faso,24542,,,,,
633,288,Ghana,1990,Immigration,83030,female,Togo,27448,Burkina Faso,22731,Nigeria,7872,Liberia,5296,Benin,4483,35972,9648,12827,8968,6273
634,288,Ghana,1990,Immigration,81821,male,Togo,34105,Burkina Faso,18937,Nigeria,7004,Liberia,4528,Benin,4476,35673,9090,11897,8575,6862
635,288,Ghana,1990,Immigration,164851,total,Togo,61553,Burkina Faso,41668,Nigeria,14876,Liberia,9824,Benin,8959,71645,18738,24724,17543,13135
636,288,Ghana,1995,Emigration,216243,female,Nigeria,45306,Côte d'Ivoire,35286,United States of America,27742,United Kingdom,20676,Italy,16817,,,,,
637,288,Ghana,1995,Emigration,212803,male,Côte d'Ivoire,55150,Nigeria,35970,United Kingdom,22027,Burkina Faso,19874,United States of America,16066,,,,,
638,288,Ghana,1995,Emigration,429046,total,Côte d'Ivoire,90436,Nigeria,81276,United States of America,43808,United Kingdom,42703,Burkina Faso,30522,,,,,
639,288,Ghana,1995,Immigration,127423,female,Togo,64743,Burkina Faso,24463,Nigeria,8515,Liberia,7838,Benin,4895,54836,14708,19554,13673,9565
640,288,Ghana,1995,Immigration,125456,male,Togo,79378,Burkina Faso,17063,Liberia,6700,Nigeria,6311,Benin,4033,54901,13992,18315,13198,10555
641,288,Ghana,1995,Immigration,252879,total,Togo,144121,Burkina Faso,41526,Nigeria,14826,Liberia,14538,Benin,8928,109737,28700,37869,26871,20120
642,288,Ghana,2000,Emigration,240635,female,Nigeria,50112,United States of America,42709,United Kingdom,26135,Côte d'Ivoire,25832,Italy,18906,,,,,
643,288,Ghana,2000,Emigration,227644,male,Côte d'Ivoire,40647,Nigeria,40367,United Kingdom,28119,United States of America,24528,Burkina Faso,18781,,,,,
644,288,Ghana,2000,Emigration,468279,total,Nigeria,90479,United States of America,67237,Côte d'Ivoire,66479,United Kingdom,54254,Italy,34369,,,,,
645,288,Ghana,2000,Immigration,97279,female,Togo,32371,Burkina Faso,25613,Nigeria,8877,Liberia,7054,Benin,5062,41289,11051,14788,10348,7070
646,288,Ghana,2000,Immigration,94322,male,Togo,39689,Burkina Faso,20838,Nigeria,7707,Liberia,6030,Benin,4925,41854,10695,13904,10012,8175
647,288,Ghana,2000,Immigration,191601,total,Togo,72060,Burkina Faso,46451,Nigeria,16584,Liberia,13084,Benin,9987,83143,21746,28692,20360,15245
648,288,Ghana,2005,Emigration,335699,female,Nigeria,104666,United States of America,57323,United Kingdom,33484,Italy,23800,Côte d'Ivoire,20583,,,,,
649,288,Ghana,2005,Emigration,280475,male,Nigeria,75090,United Kingdom,36561,United States of America,32636,Côte d'Ivoire,32352,Burkina Faso,17541,,,,,
650,288,Ghana,2005,Emigration,616174,total,Nigeria,179756,United States of America,89959,United Kingdom,70045,Côte d'Ivoire,52935,Italy,40455,,,,,
651,288,Ghana,2005,Immigration,159363,female,Togo,38722,Burkina Faso,37777,Liberia,27205,Nigeria,13134,Côte d'Ivoire,12077,54179,17095,27360,18962,11896
652,288,Ghana,2005,Immigration,145073,male,Togo,47474,Burkina Faso,27544,Liberia,23254,Côte d'Ivoire,13685,Nigeria,10187,57602,17484,27834,19842,14091
653,288,Ghana,2005,Immigration,304436,total,Togo,86196,Burkina Faso,65321,Liberia,50459,Côte d'Ivoire,25762,Nigeria,23321,111781,34579,55194,38804,25987
654,288,Ghana,2010,Emigration,386075,female,Nigeria,106759,United States of America,69093,United Kingdom,43912,Italy,28693,Togo,18384,,,,,
655,288,Ghana,2010,Emigration,329969,male,Nigeria,76592,United Kingdom,47628,United States of America,46942,Côte d'Ivoire,25135,Togo,24607,,,,,
656,288,Ghana,2010,Emigration,716044,total,Nigeria,183351,United States of America,116035,United Kingdom,91540,Italy,46540,Togo,42991,,,,,
657,288,Ghana,2010,Immigration,171558,female,Togo,33161,Nigeria,32812,Burkina Faso,28879,Liberia,12595,Côte d'Ivoire,12478,55340,19489,34308,23681,14087
658,288,Ghana,2010,Immigration,165459,male,Togo,40654,Nigeria,24244,Burkina Faso,19828,Côte d'Ivoire,13135,Liberia,10765,56041,18776,32540,23135,15721
659,288,Ghana,2010,Immigration,337017,total,Togo,73815,Nigeria,57056,Burkina Faso,48707,Côte d'Ivoire,25613,Liberia,23360,111381,38265,66848,46816,29808
660,288,Ghana,2015,Emigration,437001,female,Nigeria,122006,United States of America,90785,United Kingdom,51100,Italy,28379,Togo,19245,,,,,
661,288,Ghana,2015,Emigration,389993,male,Nigeria,100371,United States of America,62608,United Kingdom,57002,Togo,27549,Côte d'Ivoire,26102,,,,,
662,288,Ghana,2015,Emigration,826994,total,Nigeria,222377,United States of America,153393,United Kingdom,108102,Togo,46794,Italy,46548,,,,,
663,288,Ghana,2015,Immigration,203351,female,Togo,39892,Nigeria,39242,Burkina Faso,34517,Liberia,15084,Côte d'Ivoire,14979,53580,17688,44003,35669,21827
664,288,Ghana,2015,Immigration,196120,male,Togo,47602,Nigeria,28387,Burkina Faso,23216,Côte d'Ivoire,15380,Liberia,12605,54294,16985,41605,34715,24302
665,288,Ghana,2015,Immigration,399471,total,Togo,87494,Nigeria,67629,Burkina Faso,57733,Côte d'Ivoire,30359,Liberia,27689,107874,34673,85608,70384,46129
666,288,Ghana,2017,Emigration,452691,female,Nigeria,125667,United States of America,93797,United Kingdom,53401,Italy,28922,Togo,19740,,,,,
667,288,Ghana,2017,Emigration,404912,male,Nigeria,103381,United States of America,64684,United Kingdom,60236,Togo,28257,Côte d'Ivoire,26362,,,,,
668,288,Ghana,2017,Emigration,857603,total,Nigeria,229048,United States of America,158481,United Kingdom,113637,Togo,47997,Italy,47366,,,,,
669,288,Ghana,2017,Immigration,212601,female,Togo,41706,Nigeria,41027,Burkina Faso,36087,Liberia,15770,Côte d'Ivoire,15660,54082,16543,44209,39566,24614
670,288,Ghana,2017,Immigration,205041,male,Togo,49767,Nigeria,29678,Burkina Faso,24272,Côte d'Ivoire,16079,Liberia,13178,54648,15821,41636,38374,27307
671,288,Ghana,2017,Immigration,417642,total,Togo,91473,Nigeria,70705,Burkina Faso,60359,Côte d'Ivoire,31739,Liberia,28948,108730,32364,85845,77940,51921
672,404,Kenya,1990,Emigration,118536,female,United Kingdom,56485,Uganda,14665,United Republic of Tanzania,14402,Canada,7748,United States of America,7416,,,,,
673,404,Kenya,1990,Emigration,123583,male,United Kingdom,53237,United Republic of Tanzania,19211,Uganda,18759,Canada,8166,United States of America,6955,,,,,
674,404,Kenya,1990,Emigration,242119,total,United Kingdom,109722,United Republic of Tanzania,33613,Uganda,33424,Canada,15914,United States of America,14371,,,,,
675,404,Kenya,1990,Immigration,160852,female,Uganda,42091,United Republic of Tanzania,35782,Ethiopia,15293,Somalia,4382,South Sudan,3332,31516,20056,31792,21728,12730
676,404,Kenya,1990,Immigration,136440,male,Uganda,41264,United Republic of Tanzania,30682,Ethiopia,11402,Somalia,3493,South Sudan,2469,35560,22655,35393,26434,17018
677,404,Kenya,1990,Immigration,297292,total,Uganda,83355,United Republic of Tanzania,66464,Ethiopia,26695,Somalia,7875,South Sudan,5801,67076,42711,67185,48162,29748
678,404,Kenya,1995,Emigration,129383,female,United Kingdom,59323,United States of America,14558,Uganda,13743,United Republic of Tanzania,13607,Canada,8702,,,,,
679,404,Kenya,1995,Emigration,137701,male,United Kingdom,57228,Uganda,19109,United Republic of Tanzania,18133,United States of America,13336,Canada,9265,,,,,
680,404,Kenya,1995,Emigration,267084,total,United Kingdom,116551,Uganda,32852,United Republic of Tanzania,31740,United States of America,27894,Canada,17967,,,,,
681,404,Kenya,1995,Immigration,322189,female,Uganda,117617,Somalia,54743,United Republic of Tanzania,38837,South Sudan,28584,Ethiopia,16825,101474,36040,59584,41403,25128
682,404,Kenya,1995,Immigration,296556,male,Uganda,120347,Somalia,49000,United Republic of Tanzania,34282,South Sudan,25412,Ethiopia,12696,109576,38646,62949,44810,28864
683,404,Kenya,1995,Immigration,618745,total,Uganda,237964,Somalia,103743,United Republic of Tanzania,73119,South Sudan,53996,Ethiopia,29521,211050,74686,122533,86213,53992
684,404,Kenya,2000,Emigration,148869,female,United Kingdom,63010,United States of America,21882,Uganda,18951,United Republic of Tanzania,12971,Canada,9864,,,,,
685,404,Kenya,2000,Emigration,159330,male,United Kingdom,62330,Uganda,24083,United States of America,19833,United Republic of Tanzania,17301,Canada,10583,,,,,
686,404,Kenya,2000,Emigration,308199,total,United Kingdom,125340,Uganda,43034,United States of America,41715,United Republic of Tanzania,30272,Canada,20447,,,,,
687,404,Kenya,2000,Immigration,348594,female,Uganda,143504,Somalia,82223,South Sudan,41894,United Republic of Tanzania,25674,Ethiopia,11399,135913,38943,65822,46120,28469
688,404,Kenya,2000,Immigration,350545,male,Uganda,156367,Somalia,76974,South Sudan,39262,United Republic of Tanzania,25615,Ethiopia,9447,136529,38691,64405,44624,28771
689,404,Kenya,2000,Immigration,699139,total,Uganda,299871,Somalia,159197,South Sudan,81156,United Republic of Tanzania,51289,Ethiopia,20846,272442,77634,130227,90744,57240
690,404,Kenya,2005,Emigration,164674,female,United Kingdom,61326,United States of America,33996,Uganda,18697,United Republic of Tanzania,12415,Canada,10448,,,,,
691,404,Kenya,2005,Emigration,179447,male,United Kingdom,63500,United States of America,30488,Uganda,24010,United Republic of Tanzania,16595,Canada,11609,,,,,
692,404,Kenya,2005,Emigration,344121,total,United Kingdom,124826,United States of America,64484,Uganda,42707,United Republic of Tanzania,29010,Canada,22057,,,,,
693,404,Kenya,2005,Immigration,391310,female,Uganda,144595,Somalia,138122,South Sudan,33359,United Republic of Tanzania,21801,Ethiopia,11759,134053,38031,67912,51772,33201
694,404,Kenya,2005,Immigration,365584,male,Uganda,147181,Somalia,121584,South Sudan,29187,United Republic of Tanzania,20281,Ethiopia,9158,144849,40679,71660,54148,36031
695,404,Kenya,2005,Immigration,756894,total,Uganda,291776,Somalia,259706,South Sudan,62546,United Republic of Tanzania,42082,Ethiopia,20917,278902,78710,139572,105920,69232
696,404,Kenya,2010,Emigration,193879,female,United Kingdom,65247,United States of America,46772,Uganda,19193,United Republic of Tanzania,11899,Canada,11467,,,,,
697,404,Kenya,2010,Emigration,213567,male,United Kingdom,69227,United States of America,43054,Uganda,24631,United Republic of Tanzania,15965,Canada,13048,,,,,
698,404,Kenya,2010,Emigration,407446,total,United Kingdom,134474,United States of America,89826,Uganda,43824,United Republic of Tanzania,27864,Canada,24515,,,,,
699,404,Kenya,2010,Immigration,459343,female,Somalia,203624,Uganda,153956,South Sudan,27160,United Republic of Tanzania,19347,Ethiopia,13043,164650,46356,86215,69478,45583
700,404,Kenya,2010,Immigration,467616,male,Somalia,195129,Uganda,173022,South Sudan,26058,United Republic of Tanzania,19773,Ethiopia,11048,163124,45450,83502,66843,45450
701,404,Kenya,2010,Immigration,926959,total,Somalia,398753,Uganda,326978,South Sudan,53218,United Republic of Tanzania,39120,Ethiopia,24091,327774,91806,169717,136321,91033
